ontology	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	FoldEnrich
BP	GO:0009408	response to heat	38/2056	415/39756	5.172071713117791e-4	0.00969780660211584	0.008116309043121455	Zm00001eb037640/Zm00001eb084590/Zm00001eb112040/Zm00001eb119690/Zm00001eb136490/Zm00001eb191190/Zm00001eb218280/Zm00001eb226450/Zm00001eb228120/Zm00001eb229930/Zm00001eb260730/Zm00001eb264880/Zm00001eb269190/Zm00001eb272290/Zm00001eb281700/Zm00001eb314620/Zm00001eb322740/Zm00001eb324180/Zm00001eb341260/Zm00001eb343630/Zm00001eb352370/Zm00001eb356420/Zm00001eb361460/Zm00001eb367840/Zm00001eb376850/Zm00001eb397610/Zm00001eb412800/Zm00001eb421600/Zm00001eb011610/Zm00001eb012470/Zm00001eb012540/Zm00001eb040580/Zm00001eb041200/Zm00001eb125050/Zm00001eb141120/Zm00001eb197890/Zm00001eb328530/Zm00001eb341630	38	0.09156626506024096	1.770578031972247
BP	GO:0046482	para-aminobenzoic acid metabolic process	13/2056	87/39756	5.196507520322753e-4	0.00969780660211584	0.008116309043121455	Zm00001eb020970/Zm00001eb047280/Zm00001eb120320/Zm00001eb196550/Zm00001eb218250/Zm00001eb300950/Zm00001eb406420/Zm00001eb427810/Zm00001eb046850/Zm00001eb052700/Zm00001eb122240/Zm00001eb318570/Zm00001eb345750	13	0.14942528735632185	2.889373406681873
BP	GO:0009690	cytokinin metabolic process	10/2056	56/39756	5.379632897277234e-4	0.009905697374853147	0.008290297433277758	Zm00001eb019590/Zm00001eb033030/Zm00001eb184920/Zm00001eb309310/Zm00001eb327420/Zm00001eb362520/Zm00001eb046300/Zm00001eb094890/Zm00001eb191920/Zm00001eb363220	10	0.17857142857142858	3.452959977765425
BP	GO:0009734	auxin-activated signaling pathway	34/2056	360/39756	5.751790809254389e-4	0.010451609352079358	0.008747183252855012	Zm00001eb031190/Zm00001eb100000/Zm00001eb104090/Zm00001eb104190/Zm00001eb122410/Zm00001eb129570/Zm00001eb154470/Zm00001eb207400/Zm00001eb215120/Zm00001eb227100/Zm00001eb277280/Zm00001eb328410/Zm00001eb330990/Zm00001eb354200/Zm00001eb358210/Zm00001eb361520/Zm00001eb367310/Zm00001eb372070/Zm00001eb373970/Zm00001eb010910/Zm00001eb058360/Zm00001eb135570/Zm00001eb143310/Zm00001eb147720/Zm00001eb244080/Zm00001eb245250/Zm00001eb258220/Zm00001eb269610/Zm00001eb301590/Zm00001eb321100/Zm00001eb326660/Zm00001eb347860/Zm00001eb401130/Zm00001eb425100	34	0.09444444444444444	1.8262321660181582
BP	GO:0048767	root hair elongation	37/2056	407/39756	6.941391686349791e-4	0.012329707229202003	0.010319004945054156	Zm00001eb013950/Zm00001eb054960/Zm00001eb059050/Zm00001eb076240/Zm00001eb078790/Zm00001eb097100/Zm00001eb104060/Zm00001eb134290/Zm00001eb138460/Zm00001eb215120/Zm00001eb224610/Zm00001eb244650/Zm00001eb249800/Zm00001eb282320/Zm00001eb284090/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb318990/Zm00001eb319710/Zm00001eb344070/Zm00001eb361460/Zm00001eb361520/Zm00001eb379070/Zm00001eb399900/Zm00001eb428080/Zm00001eb429530/Zm00001eb003730/Zm00001eb010910/Zm00001eb076050/Zm00001eb080550/Zm00001eb141120/Zm00001eb152450/Zm00001eb197890/Zm00001eb286870/Zm00001eb326660/Zm00001eb347180	37	0.09090909090909091	1.7578705341351253
BP	GO:0031537	regulation of anthocyanin metabolic process	7/2056	30/39756	6.96391863778245e-4	0.012329707229202003	0.010319004945054156	Zm00001eb033030/Zm00001eb066570/Zm00001eb216090/Zm00001eb253970/Zm00001eb433500/Zm00001eb094890/Zm00001eb257860	7	0.23333333333333334	4.511867704280156
BP	GO:0042631	cellular response to water deprivation	20/2056	174/39756	7.127954941566142e-4	0.012460387056079545	0.010428373785262656	Zm00001eb012010/Zm00001eb020970/Zm00001eb049640/Zm00001eb110020/Zm00001eb121780/Zm00001eb229250/Zm00001eb233790/Zm00001eb277280/Zm00001eb301500/Zm00001eb369350/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb276580/Zm00001eb283280/Zm00001eb302310/Zm00001eb318570/Zm00001eb320490/Zm00001eb324230/Zm00001eb389540	20	0.11494252873563218	2.2225949282168256
BP	GO:0009627	systemic acquired resistance	29/2056	295/39756	7.506458488532574e-4	0.012958023965829355	0.010844857132116798	Zm00001eb004390/Zm00001eb006530/Zm00001eb007650/Zm00001eb030390/Zm00001eb037080/Zm00001eb065720/Zm00001eb084590/Zm00001eb134290/Zm00001eb134970/Zm00001eb156250/Zm00001eb209350/Zm00001eb211440/Zm00001eb216550/Zm00001eb276150/Zm00001eb291630/Zm00001eb303740/Zm00001eb314620/Zm00001eb324180/Zm00001eb376850/Zm00001eb421600/Zm00001eb426060/Zm00001eb021880/Zm00001eb117350/Zm00001eb157350/Zm00001eb167720/Zm00001eb288130/Zm00001eb305330/Zm00001eb391140/Zm00001eb430620	29	0.09830508474576272	1.9008837301325596
BP	GO:0006865	amino acid transport	18/2056	150/39756	7.775041619347889e-4	0.01325596602014745	0.011094211433455467	Zm00001eb020600/Zm00001eb076740/Zm00001eb084820/Zm00001eb123690/Zm00001eb148720/Zm00001eb156250/Zm00001eb157410/Zm00001eb170440/Zm00001eb177090/Zm00001eb221690/Zm00001eb249800/Zm00001eb300590/Zm00001eb300620/Zm00001eb324700/Zm00001eb355370/Zm00001eb429530/Zm00001eb122620/Zm00001eb185590	18	0.12	2.3203891050583656
BP	GO:0019344	cysteine biosynthetic process	28/2056	283/39756	8.298265267982278e-4	0.013975493091565275	0.01169639956899171	Zm00001eb002270/Zm00001eb028290/Zm00001eb031560/Zm00001eb036780/Zm00001eb052910/Zm00001eb059460/Zm00001eb093890/Zm00001eb110610/Zm00001eb167080/Zm00001eb171230/Zm00001eb188240/Zm00001eb229250/Zm00001eb292320/Zm00001eb299990/Zm00001eb302760/Zm00001eb302950/Zm00001eb362510/Zm00001eb406880/Zm00001eb003730/Zm00001eb012930/Zm00001eb020020/Zm00001eb066060/Zm00001eb085400/Zm00001eb105800/Zm00001eb113240/Zm00001eb243700/Zm00001eb271480/Zm00001eb301320	28	0.0989399293286219	1.913159450578158
BP	GO:0097305	response to alcohol	15/2056	116/39756	9.606277845638139e-4	0.0159834574756943	0.013376909415993251	Zm00001eb007810/Zm00001eb031190/Zm00001eb078570/Zm00001eb122680/Zm00001eb124740/Zm00001eb129570/Zm00001eb137580/Zm00001eb226450/Zm00001eb346520/Zm00001eb360750/Zm00001eb379190/Zm00001eb400810/Zm00001eb135570/Zm00001eb301590/Zm00001eb341630	15	0.12931034482758622	2.5004192942439287
BP	GO:0016036	cellular response to phosphate starvation	25/2056	245/39756	9.906834047368723e-4	0.016287306927876437	0.013631207749387041	Zm00001eb012010/Zm00001eb030400/Zm00001eb041390/Zm00001eb110020/Zm00001eb121780/Zm00001eb216090/Zm00001eb247370/Zm00001eb253970/Zm00001eb273010/Zm00001eb277280/Zm00001eb280120/Zm00001eb354200/Zm00001eb367310/Zm00001eb371740/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb147720/Zm00001eb241920/Zm00001eb276580/Zm00001eb301250/Zm00001eb320490/Zm00001eb324230/Zm00001eb347860/Zm00001eb351780	25	0.10204081632653061	1.9731199872945289
BP	GO:0046916	cellular transition metal ion homeostasis	12/2056	82/39756	0.0010154603749450793	0.016498244444695935	0.013807746027116992	Zm00001eb044060/Zm00001eb047280/Zm00001eb057470/Zm00001eb142250/Zm00001eb154600/Zm00001eb182470/Zm00001eb194330/Zm00001eb241840/Zm00001eb245520/Zm00001eb080180/Zm00001eb308670/Zm00001eb394840	12	0.14634146341463414	2.8297428110467875
BP	GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	6/2056	24/39756	0.0011411614284917368	0.01832492945054754	0.015336539149130073	Zm00001eb054480/Zm00001eb216610/Zm00001eb234120/Zm00001eb344400/Zm00001eb086280/Zm00001eb141310	6	0.25	4.8341439688715955
BP	GO:0010024	phytochromobilin biosynthetic process	4/2056	10/39756	0.0011644196069977757	0.01848348824441297	0.015469240514017638	Zm00001eb363080/Zm00001eb141120/Zm00001eb286870/Zm00001eb347180	4	0.4	7.734630350194553
BP	GO:0010584	pollen exine formation	11/2056	73/39756	0.0012715727028689968	0.019955021621160054	0.016700799375001896	Zm00001eb025460/Zm00001eb043770/Zm00001eb233610/Zm00001eb284090/Zm00001eb291530/Zm00001eb361520/Zm00001eb369130/Zm00001eb369360/Zm00001eb392190/Zm00001eb428660/Zm00001eb326660	11	0.1506849315068493	2.91373061137466
BP	GO:0046777	protein autophosphorylation	36/2056	407/39756	0.0013182823629007362	0.020455594867032773	0.017119740206564264	Zm00001eb013480/Zm00001eb037080/Zm00001eb051510/Zm00001eb057490/Zm00001eb072810/Zm00001eb082860/Zm00001eb098860/Zm00001eb107190/Zm00001eb119400/Zm00001eb134290/Zm00001eb155710/Zm00001eb155720/Zm00001eb155730/Zm00001eb156250/Zm00001eb183780/Zm00001eb187630/Zm00001eb209350/Zm00001eb223950/Zm00001eb241950/Zm00001eb294610/Zm00001eb330160/Zm00001eb344900/Zm00001eb358560/Zm00001eb360940/Zm00001eb360950/Zm00001eb428080/Zm00001eb038470/Zm00001eb071570/Zm00001eb091710/Zm00001eb145890/Zm00001eb213280/Zm00001eb276580/Zm00001eb324690/Zm00001eb350460/Zm00001eb389680/Zm00001eb414570	36	0.08845208845208845	1.710360519699041
BP	GO:0031347	regulation of defense response	16/2056	132/39756	0.0013335683826762425	0.02046286596084323	0.017125825545947534	Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb052250/Zm00001eb065720/Zm00001eb156250/Zm00001eb191190/Zm00001eb197810/Zm00001eb216550/Zm00001eb223620/Zm00001eb300140/Zm00001eb324180/Zm00001eb084550/Zm00001eb217590/Zm00001eb305330/Zm00001eb391140	16	0.12121212121212122	2.343827378846834
BP	GO:0043266	regulation of potassium ion transport	5/2056	17/39756	0.0013498451054808295	0.020485011985373905	0.017144360044163687	Zm00001eb110020/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb276580	5	0.29411764705882354	5.687228198672465
BP	GO:0080022	primary root development	9/2056	53/39756	0.0014637341781933073	0.02181273198593139	0.018255558306759154	Zm00001eb030400/Zm00001eb226450/Zm00001eb264960/Zm00001eb354200/Zm00001eb367310/Zm00001eb147720/Zm00001eb257860/Zm00001eb341630/Zm00001eb347860	9	0.16981132075471697	3.2835694882901403
BP	GO:0042398	cellular modified amino acid biosynthetic process	13/2056	97/39756	0.0014689240222241994	0.02181273198593139	0.018255558306759154	Zm00001eb056930/Zm00001eb060890/Zm00001eb103730/Zm00001eb112040/Zm00001eb154820/Zm00001eb176160/Zm00001eb284750/Zm00001eb387730/Zm00001eb427810/Zm00001eb433420/Zm00001eb003730/Zm00001eb014980/Zm00001eb271480	13	0.13402061855670103	2.5914998596012673
BP	GO:0048527	lateral root development	18/2056	160/39756	0.0016379931835119375	0.023846285432320233	0.019957484206477086	Zm00001eb031190/Zm00001eb095690/Zm00001eb124740/Zm00001eb129570/Zm00001eb146500/Zm00001eb156150/Zm00001eb234690/Zm00001eb275490/Zm00001eb289200/Zm00001eb294580/Zm00001eb298200/Zm00001eb310520/Zm00001eb360750/Zm00001eb411260/Zm00001eb010910/Zm00001eb062680/Zm00001eb084510/Zm00001eb391130	18	0.1125	2.175364785992218
BP	GO:0010119	regulation of stomatal movement	19/2056	173/39756	0.0016404034149677205	0.023846285432320233	0.019957484206477086	Zm00001eb072810/Zm00001eb119690/Zm00001eb144450/Zm00001eb149460/Zm00001eb154420/Zm00001eb187630/Zm00001eb344210/Zm00001eb344900/Zm00001eb356420/Zm00001eb358560/Zm00001eb367840/Zm00001eb372070/Zm00001eb428080/Zm00001eb432500/Zm00001eb091710/Zm00001eb213280/Zm00001eb269610/Zm00001eb313960/Zm00001eb361760	19	0.10982658959537572	2.123670182856886
BP	GO:0006598	polyamine catabolic process	9/2056	54/39756	0.0016770539668699619	0.024125120085910598	0.020190847101131778	Zm00001eb056930/Zm00001eb103730/Zm00001eb112040/Zm00001eb176160/Zm00001eb284750/Zm00001eb427810/Zm00001eb003730/Zm00001eb014980/Zm00001eb271480	9	0.16666666666666666	3.2227626459143965
BP	GO:0009625	response to insect	12/2056	87/39756	0.0017154484725762443	0.024423034439461786	0.020440178219085364	Zm00001eb013610/Zm00001eb035970/Zm00001eb150840/Zm00001eb196960/Zm00001eb354200/Zm00001eb367310/Zm00001eb406600/Zm00001eb406670/Zm00001eb147720/Zm00001eb149550/Zm00001eb306020/Zm00001eb347860	12	0.13793103448275862	2.6671139138601907
BP	GO:0071421	manganese ion transmembrane transport	6/2056	26/39756	0.001786332643909098	0.024718995321432662	0.020687874433425863	Zm00001eb076070/Zm00001eb218250/Zm00001eb406420/Zm00001eb052700/Zm00001eb125400/Zm00001eb224770	6	0.23076923076923078	4.462286740496857
BP	GO:0007231	osmosensory signaling pathway	5/2056	18/39756	0.0017899344910523288	0.024718995321432662	0.020687874433425863	Zm00001eb216090/Zm00001eb253970/Zm00001eb341260/Zm00001eb197890/Zm00001eb313960	5	0.2777777777777778	5.371271076523995
BP	GO:0033500	carbohydrate homeostasis	5/2056	18/39756	0.0017899344910523288	0.024718995321432662	0.020687874433425863	Zm00001eb216090/Zm00001eb253970/Zm00001eb341260/Zm00001eb197890/Zm00001eb313960	5	0.2777777777777778	5.371271076523995
BP	GO:0031408	oxylipin biosynthetic process	11/2056	77/39756	0.0019781045595728933	0.027034823124658634	0.022626041991596613	Zm00001eb002270/Zm00001eb035010/Zm00001eb054040/Zm00001eb054050/Zm00001eb144930/Zm00001eb144960/Zm00001eb209760/Zm00001eb258950/Zm00001eb344070/Zm00001eb081610/Zm00001eb214000	11	0.14285714285714285	2.76236798221234
BP	GO:0052541	plant-type cell wall cellulose metabolic process	10/2056	66/39756	0.0019967791156518325	0.027034823124658634	0.022626041991596613	Zm00001eb054960/Zm00001eb119400/Zm00001eb224610/Zm00001eb268830/Zm00001eb277540/Zm00001eb399900/Zm00001eb080550/Zm00001eb227330/Zm00001eb245250/Zm00001eb350460	10	0.15151515151515152	2.9297842235585425
BP	GO:0009741	response to brassinosteroid	19/2056	177/39756	0.002135991267067448	0.028359122504424433	0.023734377460923075	Zm00001eb007810/Zm00001eb031190/Zm00001eb122680/Zm00001eb124740/Zm00001eb129570/Zm00001eb137580/Zm00001eb215120/Zm00001eb226450/Zm00001eb346520/Zm00001eb360750/Zm00001eb373970/Zm00001eb379190/Zm00001eb400810/Zm00001eb016420/Zm00001eb135570/Zm00001eb301590/Zm00001eb341630/Zm00001eb402290/Zm00001eb403020	19	0.10734463276836158	2.075677636351646
BP	GO:0006833	water transport	25/2056	259/39756	0.0021419031151369314	0.028359122504424433	0.023734377460923075	Zm00001eb043900/Zm00001eb054480/Zm00001eb078770/Zm00001eb088500/Zm00001eb110880/Zm00001eb112040/Zm00001eb167080/Zm00001eb187010/Zm00001eb195460/Zm00001eb227740/Zm00001eb228120/Zm00001eb228620/Zm00001eb240700/Zm00001eb264210/Zm00001eb272290/Zm00001eb313500/Zm00001eb318990/Zm00001eb344400/Zm00001eb394600/Zm00001eb400880/Zm00001eb417550/Zm00001eb003730/Zm00001eb056450/Zm00001eb162620/Zm00001eb408350	25	0.09652509652509653	1.8664648528461758
BP	GO:0010099	regulation of photomorphogenesis	6/2056	27/39756	0.0021972672758677875	0.028359122504424433	0.023734377460923075	Zm00001eb056900/Zm00001eb233790/Zm00001eb235510/Zm00001eb331200/Zm00001eb336820/Zm00001eb389540	6	0.2222222222222222	4.297016861219196
BP	GO:0010555	response to mannitol	6/2056	27/39756	0.0021972672758677875	0.028359122504424433	0.023734377460923075	Zm00001eb110020/Zm00001eb268840/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb276580	6	0.2222222222222222	4.297016861219196
BP	GO:1990573	potassium ion import across plasma membrane	6/2056	27/39756	0.0021972672758677875	0.028359122504424433	0.023734377460923075	Zm00001eb110020/Zm00001eb330030/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb276580	6	0.2222222222222222	4.297016861219196
BP	GO:0009595	detection of biotic stimulus	13/2056	102/39756	0.0023238080869977433	0.029714620075406328	0.02486882338716883	Zm00001eb161780/Zm00001eb193360/Zm00001eb209760/Zm00001eb238370/Zm00001eb277540/Zm00001eb397190/Zm00001eb130410/Zm00001eb149550/Zm00001eb202040/Zm00001eb214000/Zm00001eb306020/Zm00001eb314610/Zm00001eb326660	13	0.12745098039215685	2.4644655527580683
BP	GO:0098662	inorganic cation transmembrane transport	26/2056	275/39756	0.00235877425288424	0.02988502058012051	0.025011435342027	Zm00001eb019680/Zm00001eb093890/Zm00001eb096870/Zm00001eb106750/Zm00001eb107940/Zm00001eb124740/Zm00001eb137580/Zm00001eb138690/Zm00001eb256350/Zm00001eb264210/Zm00001eb282320/Zm00001eb292320/Zm00001eb299990/Zm00001eb306070/Zm00001eb306940/Zm00001eb312390/Zm00001eb318990/Zm00001eb335640/Zm00001eb344070/Zm00001eb348520/Zm00001eb360750/Zm00001eb361180/Zm00001eb379190/Zm00001eb003730/Zm00001eb099440/Zm00001eb240620	26	0.09454545454545454	1.8281853555005307
BP	GO:0043481	anthocyanin accumulation in tissues in response to UV light	21/2056	206/39756	0.002435462864733084	0.03057612923814899	0.025589839478248097	Zm00001eb013950/Zm00001eb059050/Zm00001eb097100/Zm00001eb104060/Zm00001eb124690/Zm00001eb134290/Zm00001eb154470/Zm00001eb215120/Zm00001eb224610/Zm00001eb284090/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb319710/Zm00001eb344070/Zm00001eb361520/Zm00001eb428740/Zm00001eb003730/Zm00001eb010910/Zm00001eb269610/Zm00001eb326660	21	0.10194174757281553	1.9712043368214274
BP	GO:0006084	acetyl-CoA metabolic process	16/2056	140/39756	0.002460247651537189	0.030609027088043764	0.025617372417143985	Zm00001eb000970/Zm00001eb054960/Zm00001eb138800/Zm00001eb149650/Zm00001eb228620/Zm00001eb282320/Zm00001eb319710/Zm00001eb344070/Zm00001eb395310/Zm00001eb399900/Zm00001eb002850/Zm00001eb011910/Zm00001eb080550/Zm00001eb125150/Zm00001eb161710/Zm00001eb240620	16	0.11428571428571428	2.2098943857698723
BP	GO:0090376	seed trichome differentiation	4/2056	12/39756	0.0025252650825702307	0.031137420348477576	0.0260595964347943	Zm00001eb087050/Zm00001eb157310/Zm00001eb203300/Zm00001eb060130	4	0.3333333333333333	6.445525291828794
BP	GO:0009308	amine metabolic process	20/2056	194/39756	0.002673923577862265	0.03267865894714857	0.027349493139196712	Zm00001eb020970/Zm00001eb022980/Zm00001eb036370/Zm00001eb047280/Zm00001eb060520/Zm00001eb120320/Zm00001eb196550/Zm00001eb218250/Zm00001eb300950/Zm00001eb313300/Zm00001eb406420/Zm00001eb046850/Zm00001eb052700/Zm00001eb122240/Zm00001eb173420/Zm00001eb193650/Zm00001eb290370/Zm00001eb290460/Zm00001eb318570/Zm00001eb345750	20	0.10309278350515463	1.9934614304625133
BP	GO:0009735	response to cytokinin	23/2056	237/39756	0.0029389334177806433	0.035531674333981016	0.02973724487877675	Zm00001eb004390/Zm00001eb036780/Zm00001eb096870/Zm00001eb110020/Zm00001eb112040/Zm00001eb150840/Zm00001eb156610/Zm00001eb171230/Zm00001eb280120/Zm00001eb334140/Zm00001eb403620/Zm00001eb428490/Zm00001eb001940/Zm00001eb009550/Zm00001eb015210/Zm00001eb020020/Zm00001eb055950/Zm00001eb060130/Zm00001eb152450/Zm00001eb215310/Zm00001eb243700/Zm00001eb276580/Zm00001eb379100	23	0.0970464135021097	1.8765453381273705
BP	GO:0046942	carboxylic acid transport	29/2056	323/39756	0.002958828782337304	0.035531674333981016	0.02973724487877675	Zm00001eb007650/Zm00001eb020600/Zm00001eb054960/Zm00001eb072510/Zm00001eb136330/Zm00001eb148720/Zm00001eb156250/Zm00001eb157410/Zm00001eb170440/Zm00001eb177090/Zm00001eb221690/Zm00001eb249800/Zm00001eb268830/Zm00001eb291630/Zm00001eb300620/Zm00001eb311620/Zm00001eb324700/Zm00001eb355370/Zm00001eb380520/Zm00001eb399900/Zm00001eb424290/Zm00001eb429530/Zm00001eb080550/Zm00001eb111590/Zm00001eb122620/Zm00001eb142200/Zm00001eb293830/Zm00001eb306020/Zm00001eb408350	29	0.08978328173374613	1.7361012395947526
BP	GO:0008272	sulfate transport	4/2056	13/39756	0.0034991815561034125	0.0409522858388035	0.034273874653002204	Zm00001eb139480/Zm00001eb216090/Zm00001eb253970/Zm00001eb407530	4	0.3076923076923077	5.94971565399581
BP	GO:0048575	short-day photoperiodism, flowering	4/2056	13/39756	0.0034991815561034125	0.0409522858388035	0.034273874653002204	Zm00001eb154420/Zm00001eb344140/Zm00001eb410700/Zm00001eb361760	4	0.3076923076923077	5.94971565399581
BP	GO:0080163	regulation of protein serine/threonine phosphatase activity	4/2056	13/39756	0.0034991815561034125	0.0409522858388035	0.034273874653002204	Zm00001eb013780/Zm00001eb350630/Zm00001eb204180/Zm00001eb396710	4	0.3076923076923077	5.94971565399581
BP	GO:0015706	nitrate transport	28/2056	313/39756	0.0036311427695759424	0.04213956440995274	0.03526753437412105	Zm00001eb007810/Zm00001eb020970/Zm00001eb027940/Zm00001eb030400/Zm00001eb124740/Zm00001eb146500/Zm00001eb152390/Zm00001eb167530/Zm00001eb246640/Zm00001eb284750/Zm00001eb289200/Zm00001eb298200/Zm00001eb323410/Zm00001eb324180/Zm00001eb341260/Zm00001eb360750/Zm00001eb370960/Zm00001eb382910/Zm00001eb400810/Zm00001eb418140/Zm00001eb043650/Zm00001eb085400/Zm00001eb162620/Zm00001eb167720/Zm00001eb245250/Zm00001eb265000/Zm00001eb318570/Zm00001eb324230	28	0.08945686900958466	1.72978953518728
BP	GO:0001666	response to hypoxia	14/2056	120/39756	0.003687497555386501	0.04243695103323965	0.035516423822933144	Zm00001eb012010/Zm00001eb013520/Zm00001eb028030/Zm00001eb159550/Zm00001eb173250/Zm00001eb211150/Zm00001eb228120/Zm00001eb272290/Zm00001eb393840/Zm00001eb397190/Zm00001eb033130/Zm00001eb149550/Zm00001eb202040/Zm00001eb353230	14	0.11666666666666667	2.255933852140078
BP	GO:0010033	response to organic substance	24/2056	256/39756	0.003769042816421976	0.04301692668990701	0.03600181828996372	Zm00001eb038070/Zm00001eb120590/Zm00001eb202570/Zm00001eb221490/Zm00001eb239430/Zm00001eb249450/Zm00001eb250560/Zm00001eb370960/Zm00001eb423100/Zm00001eb012780/Zm00001eb015320/Zm00001eb056780/Zm00001eb073550/Zm00001eb103100/Zm00001eb103110/Zm00001eb139970/Zm00001eb149570/Zm00001eb193060/Zm00001eb218880/Zm00001eb269420/Zm00001eb306140/Zm00001eb318890/Zm00001eb318910/Zm00001eb335200	24	0.09375	1.8128039883268483
BP	GO:0009416	response to light stimulus	25/2056	272/39756	0.004083361013275282	0.04622230786338659	0.038684472757344775	Zm00001eb035010/Zm00001eb044210/Zm00001eb122680/Zm00001eb122960/Zm00001eb159290/Zm00001eb176470/Zm00001eb206760/Zm00001eb209760/Zm00001eb224430/Zm00001eb228180/Zm00001eb246000/Zm00001eb302950/Zm00001eb325120/Zm00001eb372070/Zm00001eb388670/Zm00001eb041200/Zm00001eb071570/Zm00001eb099820/Zm00001eb135570/Zm00001eb162630/Zm00001eb214000/Zm00001eb240620/Zm00001eb257400/Zm00001eb301590/Zm00001eb348950	25	0.09191176470588236	1.7772588120851454
BP	GO:0048653	anther development	16/2056	148/39756	0.004284802511867213	0.048108229828362783	0.04026284260188447	Zm00001eb134290/Zm00001eb140320/Zm00001eb196960/Zm00001eb224610/Zm00001eb233880/Zm00001eb290670/Zm00001eb293660/Zm00001eb319710/Zm00001eb359850/Zm00001eb406600/Zm00001eb406670/Zm00001eb423780/Zm00001eb118990/Zm00001eb120780/Zm00001eb295860/Zm00001eb410450	16	0.10810810810810811	2.090440635187717
BP	GO:0009410	response to xenobiotic stimulus	23/2056	245/39756	0.004427157104641674	0.04930567710895283	0.04126501274105737	Zm00001eb008790/Zm00001eb021750/Zm00001eb026090/Zm00001eb028430/Zm00001eb031210/Zm00001eb072510/Zm00001eb106010/Zm00001eb139480/Zm00001eb235510/Zm00001eb258950/Zm00001eb277540/Zm00001eb297430/Zm00001eb309420/Zm00001eb318940/Zm00001eb324700/Zm00001eb330680/Zm00001eb370720/Zm00001eb407530/Zm00001eb041290/Zm00001eb169130/Zm00001eb272280/Zm00001eb296340/Zm00001eb336820	23	0.09387755102040816	1.8152703883109664
CC	GO:0009536	plastid	36/1839	305/32607	2.458328100365042e-5	0.00587540415987245	0.00587540415987245	Zm00001eb010070/Zm00001eb031190/Zm00001eb034130/Zm00001eb066570/Zm00001eb068900/Zm00001eb100000/Zm00001eb110020/Zm00001eb121400/Zm00001eb129570/Zm00001eb150840/Zm00001eb160700/Zm00001eb172970/Zm00001eb196550/Zm00001eb215120/Zm00001eb215400/Zm00001eb281210/Zm00001eb283080/Zm00001eb283530/Zm00001eb352580/Zm00001eb363200/Zm00001eb381470/Zm00001eb403620/Zm00001eb433500/Zm00001eb001940/Zm00001eb012470/Zm00001eb013450/Zm00001eb015210/Zm00001eb058970/Zm00001eb135570/Zm00001eb151430/Zm00001eb241920/Zm00001eb276580/Zm00001eb283070/Zm00001eb301590/Zm00001eb350430/Zm00001eb396970	36	0.1180327868852459	2.0928195116733077
MF	GO:0005516	calmodulin binding	33/1847	295/34432	5.800356292534572e-5	0.02109052641645502	0.01969129608957184	Zm00001eb007650/Zm00001eb047820/Zm00001eb100000/Zm00001eb104090/Zm00001eb104190/Zm00001eb143060/Zm00001eb207400/Zm00001eb211440/Zm00001eb211480/Zm00001eb214540/Zm00001eb233610/Zm00001eb264170/Zm00001eb280760/Zm00001eb288190/Zm00001eb291630/Zm00001eb292010/Zm00001eb311750/Zm00001eb316540/Zm00001eb332690/Zm00001eb339810/Zm00001eb344900/Zm00001eb426060/Zm00001eb017140/Zm00001eb038470/Zm00001eb056780/Zm00001eb086280/Zm00001eb130020/Zm00001eb130300/Zm00001eb178160/Zm00001eb206800/Zm00001eb321100/Zm00001eb392440/Zm00001eb425100	33	0.11186440677966102	2.085389958980665
MF	GO:0000156	phosphorelay response regulator activity	11/1847	52/34432	8.080661462243304e-5	0.02109052641645502	0.01969129608957184	Zm00001eb066570/Zm00001eb112080/Zm00001eb198960/Zm00001eb216090/Zm00001eb253970/Zm00001eb433500/Zm00001eb103490/Zm00001eb191130/Zm00001eb234170/Zm00001eb257860/Zm00001eb319590	11	0.21153846153846154	3.943525883969847
MF	GO:0004683	calmodulin-dependent protein kinase activity	10/1847	47/34432	1.6087331760644545e-4	0.02702866074242031	0.02523547070728091	Zm00001eb107190/Zm00001eb187630/Zm00001eb211440/Zm00001eb328990/Zm00001eb344900/Zm00001eb358560/Zm00001eb426060/Zm00001eb428080/Zm00001eb038470/Zm00001eb091710	10	0.2127659574468085	3.9664090128903684
MF	GO:0019955	cytokine binding	5/1847	12/34432	2.5463895019506977e-4	0.02702866074242031	0.02523547070728091	Zm00001eb216090/Zm00001eb220590/Zm00001eb253970/Zm00001eb256560/Zm00001eb422400	5	0.4166666666666667	7.767550983576972
